window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,1,2,2,1,0,97,206,12,0,0
1,0,1,9,9,1,2,2,1,0,107,271,12,0,0
2,1,0,9,9,1,2,2,1,9,199,367,12,0,0
3,1,1,9,9,1,2,2,1,9,256,463,12,0,0
4,2,0,9,9,1,2,2,1,1,361,559,12,0,0
5,2,1,9,9,1,2,2,1,1,457,638,12,0,0
6,3,0,9,9,1,2,2,1,2,553,734,12,0,0
7,3,1,9,9,1,2,2,1,2,623,799,12,0,0
8,4,0,9,9,1,2,2,1,3,720,895,12,0,0
9,4,1,9,9,1,2,2,1,3,786,974,12,0,0
10,5,0,9,9,1,2,2,1,4,889,1070,12,0,0
11,5,1,9,9,1,2,2,1,4,961,1135,12,0,0
12,6,0,9,9,1,2,2,1,5,1056,1231,12,0,0
13,6,1,9,9,1,2,2,1,5,1126,1310,12,0,0
14,7,0,9,9,1,2,2,1,6,1225,1406,12,0,0
15,7,1,9,9,1,2,2,1,6,1299,1471,12,0,0
16,8,0,9,9,1,2,2,1,7,1392,1567,12,0,0
17,8,1,9,9,1,2,2,1,7,1466,1646,12,0,0
18,9,0,9,9,1,2,2,1,8,1561,1742,12,0,0
19,9,1,9,9,1,2,2,1,8,1637,1809,12,0,0
20,10,0,9,9,1,2,2,1,9,1728,1903,12,0,0
21,10,1,9,9,1,2,2,1,9,1806,1999,12,0,0
22,11,0,9,9,1,2,2,1,9,1897,2095,12,0,0
23,11,1,9,9,1,2,2,1,9,1993,2191,12,0,0
24,12,0,9,9,1,2,2,1,4,2089,2287,12,0,0
25,12,1,9,9,1,2,2,1,4,2185,2366,12,0,0
26,13,0,9,9,1,2,2,1,0,2281,2462,12,0,0
27,13,1,9,9,1,2,2,1,0,2354,2527,12,0,0
