window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,3,1,0,97,156,0,0,0
1,0,1,9,9,2,3,1,0,157,180,0,0,0
2,1,0,9,9,2,3,1,9,181,240,0,0,0
3,1,1,9,9,2,3,1,9,241,300,0,0,0
4,2,0,9,9,2,3,1,1,301,360,0,0,0
5,2,1,9,9,2,3,1,1,361,384,0,0,0
6,3,0,9,9,2,3,1,2,385,444,0,0,0
7,3,1,9,9,2,3,1,2,445,469,0,0,0
8,4,0,9,9,2,3,1,3,470,529,0,0,0
9,4,1,9,9,2,3,1,3,530,559,0,0,0
10,5,0,9,9,2,3,1,4,560,619,0,0,0
11,5,1,9,9,2,3,1,4,620,654,0,0,0
12,6,0,9,9,2,3,1,5,655,714,0,0,0
13,6,1,9,9,2,3,1,5,715,754,0,0,0
14,7,0,9,9,2,3,1,6,755,814,0,0,0
15,7,1,9,9,2,3,1,6,815,859,0,0,0
16,8,0,9,9,2,3,1,7,860,919,0,0,0
17,8,1,9,9,2,3,1,7,920,969,0,0,0
18,9,0,9,9,2,3,1,8,970,1029,0,0,0
19,9,1,9,9,2,3,1,8,1030,1084,0,0,0
20,10,0,9,9,2,3,1,9,1085,1144,0,0,0
21,10,1,9,9,2,3,1,9,1145,1204,0,0,0
22,11,0,9,9,2,3,1,9,1205,1264,0,0,0
23,11,1,9,9,2,3,1,9,1265,1324,0,0,0
24,12,0,9,9,2,3,1,4,1325,1384,0,0,0
25,12,1,9,9,2,3,1,4,1385,1419,0,0,0
26,13,0,9,9,2,3,1,0,1420,1479,0,0,0
27,13,1,9,9,2,3,1,0,1480,1503,0,0,0
