window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,9,9,2,2,3,2,0,97,158,12,0,0
1,0,1,9,9,2,2,3,2,0,107,192,12,0,0
2,1,0,9,9,2,2,3,2,9,148,238,12,0,0
3,1,1,9,9,2,2,3,2,9,178,272,12,0,0
4,2,0,9,9,2,2,3,2,1,228,318,12,0,0
5,2,1,9,9,2,2,3,2,1,265,352,12,0,0
6,3,0,9,9,2,2,3,2,2,308,398,12,0,0
7,3,1,9,9,2,2,3,2,2,338,432,12,0,0
8,4,0,9,9,2,2,3,2,3,388,478,12,0,0
9,4,1,9,9,2,2,3,2,3,418,512,12,0,0
10,5,0,9,9,2,2,3,2,4,468,558,12,0,0
11,5,1,9,9,2,2,3,2,4,499,592,12,0,0
12,6,0,9,9,2,2,3,2,5,548,638,12,0,0
13,6,1,9,9,2,2,3,2,5,581,672,12,0,0
14,7,0,9,9,2,2,3,2,6,628,718,12,0,0
15,7,1,9,9,2,2,3,2,6,663,752,12,0,0
16,8,0,9,9,2,2,3,2,7,708,798,12,0,0
17,8,1,9,9,2,2,3,2,7,741,832,12,0,0
18,9,0,9,9,2,2,3,2,8,788,878,12,0,0
19,9,1,9,9,2,2,3,2,8,823,912,12,0,0
20,10,0,9,9,2,2,3,2,9,868,958,12,0,0
21,10,1,9,9,2,2,3,2,9,903,992,12,0,0
22,11,0,9,9,2,2,3,2,9,948,1038,12,0,0
23,11,1,9,9,2,2,3,2,9,985,1072,12,0,0
24,12,0,9,9,2,2,3,2,4,1028,1118,12,0,0
25,12,1,9,9,2,2,3,2,4,1065,1152,12,0,0
26,13,0,9,9,2,2,3,2,0,1108,1198,12,0,0
27,13,1,9,9,2,2,3,2,0,1143,1232,12,0,0
