window,frame,sparse_mode,K,COUT,P,depth,implementation,banks,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,1,27,9,4,2,3,4,0,259,300,0,0,0
1,1,1,27,9,4,2,3,4,27,287,340,0,0,0
2,2,1,27,9,4,2,3,4,1,315,356,0,0,0
3,3,1,27,9,4,2,3,4,2,343,386,0,0,0
4,4,1,27,9,4,2,3,4,3,371,412,0,0,0
5,5,1,27,9,4,2,3,4,4,399,442,0,0,0
6,6,1,27,9,4,2,3,4,5,427,470,0,0,0
7,7,1,27,9,4,2,3,4,6,455,500,0,0,0
8,8,1,27,9,4,2,3,4,7,483,528,0,0,0
9,9,1,27,9,4,2,3,4,8,511,556,0,0,0
10,10,1,27,9,4,2,3,4,9,539,584,0,0,0
11,11,1,27,9,4,2,3,4,10,567,612,0,0,0
12,12,1,27,9,4,2,3,4,11,595,642,0,0,0
13,13,1,27,9,4,2,3,4,12,623,668,0,0,0
14,14,1,27,9,4,2,3,4,13,651,700,0,0,0
15,15,1,27,9,4,2,3,4,14,679,726,0,0,0
16,16,1,27,9,4,2,3,4,15,707,758,0,0,0
17,17,1,27,9,4,2,3,4,16,735,782,0,0,0
18,18,1,27,9,4,2,3,4,17,763,812,0,0,0
19,19,1,27,9,4,2,3,4,18,791,842,0,0,0
20,20,1,27,9,4,2,3,4,19,819,870,0,0,0
21,21,1,27,9,4,2,3,4,20,847,900,0,0,0
22,22,1,27,9,4,2,3,4,21,875,928,0,0,0
23,23,1,27,9,4,2,3,4,22,903,954,0,0,0
24,24,1,27,9,4,2,3,4,23,931,984,0,0,0
25,25,1,27,9,4,2,3,4,24,959,1012,0,0,0
26,26,1,27,9,4,2,3,4,25,987,1040,0,0,0
27,27,1,27,9,4,2,3,4,26,1015,1068,0,0,0
28,28,1,27,9,4,2,3,4,27,1043,1096,0,0,0
29,29,1,27,9,4,2,3,4,27,1071,1124,0,0,0
30,30,1,27,9,4,2,3,4,13,1099,1152,0,0,0
31,31,1,27,9,4,2,3,4,0,1127,1168,0,0,0
