window,frame,sparse_mode,K,COUT,P,depth,implementation,nonzero_inputs,start_cycle,end_cycle,stall_len,pattern,input_gaps
0,0,0,576,128,16,2,2,277,73863,79066,0,0,0
1,0,1,576,128,16,2,2,277,74440,81282,0,0,0
2,1,0,576,128,16,2,2,348,79048,85890,0,0,0
3,1,1,576,128,16,2,2,348,81264,88674,0,0,0
4,2,0,576,128,16,2,2,377,85872,93282,0,0,0
5,2,1,576,128,16,2,2,377,88656,96298,0,0,0
6,3,0,576,128,16,2,2,382,93264,100906,0,0,0
7,3,1,576,128,16,2,2,382,96280,103962,0,0,0
8,4,0,576,128,16,2,2,341,100888,108570,0,0,0
9,4,1,576,128,16,2,2,341,103944,111298,0,0,0
10,5,0,576,128,16,2,2,412,108552,115906,0,0,0
11,5,1,576,128,16,2,2,412,111280,119202,0,0,0
12,6,0,576,128,16,2,2,374,115888,123810,0,0,0
13,6,1,576,128,16,2,2,374,119184,126802,0,0,0
14,7,0,576,128,16,2,2,356,123792,131410,0,0,0
15,7,1,576,128,16,2,2,356,126784,134258,0,0,0
16,8,0,576,128,16,2,2,341,131392,138866,0,0,0
17,8,1,576,128,16,2,2,341,134240,141594,0,0,0
18,9,0,576,128,16,2,2,307,138848,146202,0,0,0
19,9,1,576,128,16,2,2,307,141576,148658,0,0,0
20,10,0,576,128,16,2,2,395,146184,153266,0,0,0
21,10,1,576,128,16,2,2,395,148640,156426,0,0,0
22,11,0,576,128,16,2,2,371,153248,161034,0,0,0
23,11,1,576,128,16,2,2,371,156408,164002,0,0,0
24,12,0,576,128,16,2,2,365,161016,168610,0,0,0
25,12,1,576,128,16,2,2,365,163984,171530,0,0,0
26,13,0,576,128,16,2,2,386,168592,176138,0,0,0
27,13,1,576,128,16,2,2,386,171512,179226,0,0,0
28,14,0,576,128,16,2,2,381,176120,183834,0,0,0
29,14,1,576,128,16,2,2,381,179208,186882,0,0,0
30,15,0,576,128,16,2,2,357,183816,191490,0,0,0
31,15,1,576,128,16,2,2,357,186864,194346,0,0,0
32,16,0,576,128,16,2,2,381,191472,198954,0,0,0
33,16,1,576,128,16,2,2,381,194328,202002,0,0,0
34,17,0,576,128,16,2,2,403,198936,206610,0,0,0
35,17,1,576,128,16,2,2,403,201984,209834,0,0,0
36,18,0,576,128,16,2,2,357,206592,214442,0,0,0
37,18,1,576,128,16,2,2,357,209816,217298,0,0,0
38,19,0,576,128,16,2,2,342,214424,221906,0,0,0
39,19,1,576,128,16,2,2,342,217280,224642,0,0,0
40,20,0,576,128,16,2,2,378,221888,229250,0,0,0
41,20,1,576,128,16,2,2,378,224624,232274,0,0,0
42,21,0,576,128,16,2,2,379,229232,236882,0,0,0
43,21,1,576,128,16,2,2,379,232256,239914,0,0,0
44,22,0,576,128,16,2,2,385,236864,244522,0,0,0
45,22,1,576,128,16,2,2,385,239896,247602,0,0,0
46,23,0,576,128,16,2,2,229,244504,252210,0,0,0
47,23,1,576,128,16,2,2,229,247584,254042,0,0,0
48,24,0,576,128,16,2,2,364,252192,258650,0,0,0
49,24,1,576,128,16,2,2,364,254024,261562,0,0,0
50,25,0,576,128,16,2,2,334,258632,266170,0,0,0
51,25,1,576,128,16,2,2,334,261544,268842,0,0,0
52,26,0,576,128,16,2,2,343,266152,273450,0,0,0
53,26,1,576,128,16,2,2,343,268824,276194,0,0,0
54,27,0,576,128,16,2,2,381,273432,280802,0,0,0
55,27,1,576,128,16,2,2,381,276176,283850,0,0,0
56,28,0,576,128,16,2,2,313,280784,288458,0,0,0
57,28,1,576,128,16,2,2,313,283832,290962,0,0,0
58,29,0,576,128,16,2,2,374,288440,295570,0,0,0
59,29,1,576,128,16,2,2,374,290944,298562,0,0,0
60,30,0,576,128,16,2,2,371,295552,303170,0,0,0
61,30,1,576,128,16,2,2,371,298544,306138,0,0,0
62,31,0,576,128,16,2,2,386,303152,310746,0,0,0
63,31,1,576,128,16,2,2,386,306120,313834,0,0,0
64,32,0,576,128,16,2,2,393,310728,318442,0,0,0
65,32,1,576,128,16,2,2,393,313816,321586,0,0,0
66,33,0,576,128,16,2,2,410,318424,326194,0,0,0
67,33,1,576,128,16,2,2,410,321568,329474,0,0,0
68,34,0,576,128,16,2,2,369,326176,334082,0,0,0
69,34,1,576,128,16,2,2,369,329456,337034,0,0,0
70,35,0,576,128,16,2,2,361,334064,341642,0,0,0
71,35,1,576,128,16,2,2,361,337016,344530,0,0,0
72,36,0,576,128,16,2,2,373,341624,349138,0,0,0
73,36,1,576,128,16,2,2,373,344512,352122,0,0,0
74,37,0,576,128,16,2,2,386,349120,356730,0,0,0
75,37,1,576,128,16,2,2,386,352104,359818,0,0,0
76,38,0,576,128,16,2,2,374,356712,364426,0,0,0
77,38,1,576,128,16,2,2,374,359800,367418,0,0,0
78,39,0,576,128,16,2,2,394,364408,372026,0,0,0
79,39,1,576,128,16,2,2,394,367400,375178,0,0,0
80,40,0,576,128,16,2,2,384,372008,379786,0,0,0
81,40,1,576,128,16,2,2,384,375160,382858,0,0,0
82,41,0,576,128,16,2,2,320,379768,387466,0,0,0
83,41,1,576,128,16,2,2,320,382840,390026,0,0,0
84,42,0,576,128,16,2,2,327,387448,394634,0,0,0
85,42,1,576,128,16,2,2,327,390008,397250,0,0,0
86,43,0,576,128,16,2,2,388,394616,401858,0,0,0
87,43,1,576,128,16,2,2,388,397232,404962,0,0,0
88,44,0,576,128,16,2,2,338,401840,409570,0,0,0
89,44,1,576,128,16,2,2,338,404944,412274,0,0,0
90,45,0,576,128,16,2,2,333,409552,416882,0,0,0
91,45,1,576,128,16,2,2,333,412256,419546,0,0,0
92,46,0,576,128,16,2,2,351,416864,424154,0,0,0
93,46,1,576,128,16,2,2,351,419528,426962,0,0,0
94,47,0,576,128,16,2,2,323,424136,431570,0,0,0
95,47,1,576,128,16,2,2,323,426944,434154,0,0,0
96,48,0,576,128,16,2,2,316,431552,438762,0,0,0
97,48,1,576,128,16,2,2,316,434136,441290,0,0,0
98,49,0,576,128,16,2,2,332,438744,445898,0,0,0
99,49,1,576,128,16,2,2,332,441272,448554,0,0,0
100,50,0,576,128,16,2,2,327,445880,453162,0,0,0
101,50,1,576,128,16,2,2,327,448536,455778,0,0,0
102,51,0,576,128,16,2,2,320,453144,460386,0,0,0
103,51,1,576,128,16,2,2,320,455760,462946,0,0,0
104,52,0,576,128,16,2,2,315,460368,467554,0,0,0
105,52,1,576,128,16,2,2,315,462928,470074,0,0,0
106,53,0,576,128,16,2,2,344,467536,474682,0,0,0
107,53,1,576,128,16,2,2,344,470056,477434,0,0,0
108,54,0,576,128,16,2,2,401,474664,482042,0,0,0
109,54,1,576,128,16,2,2,401,477416,485250,0,0,0
110,55,0,576,128,16,2,2,359,482024,489858,0,0,0
111,55,1,576,128,16,2,2,359,485232,492730,0,0,0
112,56,0,576,128,16,2,2,314,489840,497338,0,0,0
113,56,1,576,128,16,2,2,314,492712,499850,0,0,0
114,57,0,576,128,16,2,2,307,497320,504458,0,0,0
115,57,1,576,128,16,2,2,307,499832,506914,0,0,0
116,58,0,576,128,16,2,2,345,504440,511522,0,0,0
117,58,1,576,128,16,2,2,345,506896,514282,0,0,0
118,59,0,576,128,16,2,2,371,511504,518890,0,0,0
119,59,1,576,128,16,2,2,371,514264,521858,0,0,0
120,60,0,576,128,16,2,2,374,518872,526466,0,0,0
121,60,1,576,128,16,2,2,374,521840,529458,0,0,0
122,61,0,576,128,16,2,2,335,526448,534066,0,0,0
123,61,1,576,128,16,2,2,335,529440,536746,0,0,0
124,62,0,576,128,16,2,2,334,534048,541354,0,0,0
125,62,1,576,128,16,2,2,334,536728,544026,0,0,0
126,63,0,576,128,16,2,2,364,541336,548634,0,0,0
127,63,1,576,128,16,2,2,364,544008,551546,0,0,0
128,64,0,576,128,16,2,2,235,548616,556154,0,0,0
129,64,1,576,128,16,2,2,235,551528,558034,0,0,0
130,65,0,576,128,16,2,2,220,556136,562642,0,0,0
131,65,1,576,128,16,2,2,220,558016,564402,0,0,0
132,66,0,576,128,16,2,2,262,562624,569010,0,0,0
133,66,1,576,128,16,2,2,262,564384,571106,0,0,0
134,67,0,576,128,16,2,2,219,568992,575714,0,0,0
135,67,1,576,128,16,2,2,219,571088,577466,0,0,0
136,68,0,576,128,16,2,2,245,575696,582074,0,0,0
137,68,1,576,128,16,2,2,245,577448,584034,0,0,0
138,69,0,576,128,16,2,2,324,582056,588642,0,0,0
139,69,1,576,128,16,2,2,324,584016,591234,0,0,0
140,70,0,576,128,16,2,2,254,588624,595842,0,0,0
141,70,1,576,128,16,2,2,254,591216,597874,0,0,0
142,71,0,576,128,16,2,2,247,595824,602482,0,0,0
143,71,1,576,128,16,2,2,247,597856,604458,0,0,0
144,72,0,576,128,16,2,2,255,602464,609066,0,0,0
145,72,1,576,128,16,2,2,255,604440,611106,0,0,0
146,73,0,576,128,16,2,2,297,609048,615714,0,0,0
147,73,1,576,128,16,2,2,297,611088,618090,0,0,0
148,74,0,576,128,16,2,2,333,615696,622698,0,0,0
149,74,1,576,128,16,2,2,333,618072,625362,0,0,0
150,75,0,576,128,16,2,2,235,622680,629970,0,0,0
151,75,1,576,128,16,2,2,235,625344,631850,0,0,0
152,76,0,576,128,16,2,2,275,629952,636458,0,0,0
153,76,1,576,128,16,2,2,275,631832,638658,0,0,0
154,77,0,576,128,16,2,2,336,636440,643266,0,0,0
155,77,1,576,128,16,2,2,336,638640,645954,0,0,0
156,78,0,576,128,16,2,2,237,643248,650562,0,0,0
157,78,1,576,128,16,2,2,237,645936,652458,0,0,0
158,79,0,576,128,16,2,2,296,650544,657066,0,0,0
159,79,1,576,128,16,2,2,296,652440,659434,0,0,0
160,80,0,576,128,16,2,2,280,657048,664042,0,0,0
161,80,1,576,128,16,2,2,280,659416,666282,0,0,0
162,81,0,576,128,16,2,2,293,664024,670890,0,0,0
163,81,1,576,128,16,2,2,293,666264,673234,0,0,0
164,82,0,576,128,16,2,2,258,670872,677842,0,0,0
165,82,1,576,128,16,2,2,258,673216,679906,0,0,0
166,83,0,576,128,16,2,2,303,677824,684514,0,0,0
167,83,1,576,128,16,2,2,303,679888,686938,0,0,0
168,84,0,576,128,16,2,2,276,684496,691546,0,0,0
169,84,1,576,128,16,2,2,276,686920,693754,0,0,0
170,85,0,576,128,16,2,2,291,691528,698362,0,0,0
171,85,1,576,128,16,2,2,291,693736,700690,0,0,0
172,86,0,576,128,16,2,2,273,698344,705298,0,0,0
173,86,1,576,128,16,2,2,273,700672,707482,0,0,0
174,87,0,576,128,16,2,2,317,705280,712090,0,0,0
175,87,1,576,128,16,2,2,317,707464,714626,0,0,0
176,88,0,576,128,16,2,2,315,712072,719234,0,0,0
177,88,1,576,128,16,2,2,315,714608,721754,0,0,0
178,89,0,576,128,16,2,2,295,719216,726362,0,0,0
179,89,1,576,128,16,2,2,295,721736,728722,0,0,0
180,90,0,576,128,16,2,2,298,726344,733330,0,0,0
181,90,1,576,128,16,2,2,298,728704,735714,0,0,0
182,91,0,576,128,16,2,2,343,733312,740322,0,0,0
183,91,1,576,128,16,2,2,343,735696,743066,0,0,0
184,92,0,576,128,16,2,2,301,740304,747674,0,0,0
185,92,1,576,128,16,2,2,301,743048,750082,0,0,0
186,93,0,576,128,16,2,2,240,747656,754690,0,0,0
187,93,1,576,128,16,2,2,240,750064,756610,0,0,0
188,94,0,576,128,16,2,2,254,754672,761218,0,0,0
189,94,1,576,128,16,2,2,254,756592,763250,0,0,0
190,95,0,576,128,16,2,2,321,761200,767858,0,0,0
191,95,1,576,128,16,2,2,321,763232,770426,0,0,0
192,96,0,576,128,16,2,2,317,767840,775034,0,0,0
193,96,1,576,128,16,2,2,317,770408,777570,0,0,0
194,97,0,576,128,16,2,2,267,775016,782178,0,0,0
195,97,1,576,128,16,2,2,267,777552,784314,0,0,0
196,98,0,576,128,16,2,2,342,782160,788922,0,0,0
197,98,1,576,128,16,2,2,342,784296,791658,0,0,0
198,99,0,576,128,16,2,2,312,788904,796266,0,0,0
199,99,1,576,128,16,2,2,312,791640,798762,0,0,0
200,100,0,576,128,16,2,2,317,796248,803370,0,0,0
201,100,1,576,128,16,2,2,317,798744,805906,0,0,0
202,101,0,576,128,16,2,2,340,803352,810514,0,0,0
203,101,1,576,128,16,2,2,340,805888,813234,0,0,0
204,102,0,576,128,16,2,2,323,810496,817842,0,0,0
205,102,1,576,128,16,2,2,323,813216,820426,0,0,0
206,103,0,576,128,16,2,2,307,817824,825034,0,0,0
207,103,1,576,128,16,2,2,307,820408,827490,0,0,0
208,104,0,576,128,16,2,2,246,825016,832098,0,0,0
209,104,1,576,128,16,2,2,246,827472,834066,0,0,0
210,105,0,576,128,16,2,2,238,832080,838674,0,0,0
211,105,1,576,128,16,2,2,238,834048,840578,0,0,0
212,106,0,576,128,16,2,2,306,838656,845186,0,0,0
213,106,1,576,128,16,2,2,306,840560,847634,0,0,0
214,107,0,576,128,16,2,2,298,845168,852242,0,0,0
215,107,1,576,128,16,2,2,298,847616,854626,0,0,0
216,108,0,576,128,16,2,2,222,852224,859234,0,0,0
217,108,1,576,128,16,2,2,222,854608,861010,0,0,0
218,109,0,576,128,16,2,2,229,859216,865618,0,0,0
219,109,1,576,128,16,2,2,229,860992,867450,0,0,0
220,110,0,576,128,16,2,2,245,865600,872058,0,0,0
221,110,1,576,128,16,2,2,245,867432,874018,0,0,0
222,111,0,576,128,16,2,2,295,872040,878626,0,0,0
223,111,1,576,128,16,2,2,295,874000,880986,0,0,0
224,112,0,576,128,16,2,2,280,878608,885594,0,0,0
225,112,1,576,128,16,2,2,280,880968,887834,0,0,0
226,113,0,576,128,16,2,2,261,885576,892442,0,0,0
227,113,1,576,128,16,2,2,261,887816,894530,0,0,0
228,114,0,576,128,16,2,2,266,892424,899138,0,0,0
229,114,1,576,128,16,2,2,266,894512,901266,0,0,0
230,115,0,576,128,16,2,2,277,899120,905874,0,0,0
231,115,1,576,128,16,2,2,277,901248,908090,0,0,0
232,116,0,576,128,16,2,2,250,905856,912698,0,0,0
233,116,1,576,128,16,2,2,250,908072,914698,0,0,0
234,117,0,576,128,16,2,2,267,912680,919306,0,0,0
235,117,1,576,128,16,2,2,267,914680,921442,0,0,0
236,118,0,576,128,16,2,2,236,919288,926050,0,0,0
237,118,1,576,128,16,2,2,236,921424,927938,0,0,0
238,119,0,576,128,16,2,2,275,926032,932546,0,0,0
239,119,1,576,128,16,2,2,275,927920,934746,0,0,0
240,120,0,576,128,16,2,2,255,932528,939354,0,0,0
241,120,1,576,128,16,2,2,255,934728,941394,0,0,0
242,121,0,576,128,16,2,2,269,939336,946002,0,0,0
243,121,1,576,128,16,2,2,269,941376,948154,0,0,0
244,122,0,576,128,16,2,2,267,945984,952762,0,0,0
245,122,1,576,128,16,2,2,267,948136,954898,0,0,0
246,123,0,576,128,16,2,2,239,952744,959506,0,0,0
247,123,1,576,128,16,2,2,239,954880,961418,0,0,0
248,124,0,576,128,16,2,2,256,959488,966026,0,0,0
249,124,1,576,128,16,2,2,256,961400,968074,0,0,0
250,125,0,576,128,16,2,2,276,966008,972682,0,0,0
251,125,1,576,128,16,2,2,276,968056,974890,0,0,0
252,126,0,576,128,16,2,2,258,972664,979498,0,0,0
253,126,1,576,128,16,2,2,258,974872,981562,0,0,0
254,127,0,576,128,16,2,2,289,979480,986170,0,0,0
255,127,1,576,128,16,2,2,289,981544,988482,0,0,0
256,128,0,576,128,16,2,2,363,986152,993090,0,0,0
257,128,1,576,128,16,2,2,363,988464,995994,0,0,0
258,129,0,576,128,16,2,2,264,993072,1000602,0,0,0
259,129,1,576,128,16,2,2,264,995976,1002714,0,0,0
260,130,0,576,128,16,2,2,365,1000584,1007322,0,0,0
261,130,1,576,128,16,2,2,365,1002696,1010242,0,0,0
262,131,0,576,128,16,2,2,281,1007304,1014850,0,0,0
263,131,1,576,128,16,2,2,281,1010224,1017098,0,0,0
264,132,0,576,128,16,2,2,350,1014832,1021706,0,0,0
265,132,1,576,128,16,2,2,350,1017080,1024506,0,0,0
266,133,0,576,128,16,2,2,367,1021688,1029114,0,0,0
267,133,1,576,128,16,2,2,367,1024488,1032050,0,0,0
268,134,0,576,128,16,2,2,312,1029096,1036658,0,0,0
269,134,1,576,128,16,2,2,312,1032032,1039154,0,0,0
